features,url,price,address,property_type,description
"
                Beautiful 4 Bed detached house in quiet estate with large enclosed garden. Situated on Green Road, only minutes from town centre and all amenities. Entrance hallway leads to large sitting room with stove, spacious kitchen/dining area, separate dining room and utility with washing machine and dryer. Downstairs WC. Upstairs consists of master bedroom with ensuite bathroom with electric shower, second double bedroom and 2 single bedrooms. All rooms have ample storage. Gas central heating. Driveway parking supplied. Large garage with connecting door through to house. Security deposit of €1050 and references required.
            ",http://myhome.ie/rentals/brochure/the-meadows-ref-381-bullock-park-carlow-town-carlow/2732561,"
        €875 / month
    ","
        The Meadows (Ref 381), Bullock Park, Carlow Town, Carlow
    ",, - 4 Bed Detached To Let - 1 year lease
"
                Luxury 2 Bed apartment in the Milverton Complex located on Montgomery Street, close to Seven Oaks Hotel, 5 mintues walk to town centre & railway station, with 10 minute walk to bus terminus. This apartment complex is completed to a very high standard, fitted with electronic doors, security cameras and security gates. Two double bedrooms - one ensuite, large kitchen/diner cum lounge area. Separate bathroom. Would suit professionals. Refuse collection include in rental payment. Security deposit €850 & references required.
            ",http://myhome.ie/rentals/brochure/milverton-ref-351-montgomery-street-carlow-town-carlow/2601907,"
        €650 / month
    ","
        Milverton (Ref 351), Montgomery Street, Carlow Town, Carlow
    ",, - 2 Bed Apartment To Let - 1 year lease
"
                Ballylickey is situated at the very heart of the magnificent Bantry Bay midway between Bantry town and Glengariff and is an ideal base for a holiday in West Cork.,West Cork is known for its stunning scenery, unspoilt environment and its warm welcome.,South West of Ballylickey is the beautiful Goat's path while just five minutes away to the north-west is the magnificent Beara Peninsula with its ruggedness, mystery and the dominant feature of fabulous Hungry Hill. For scenery there is none more spectacular than Sheep's Head Way and Gougane Barra. The vistas on offer from the surrounding hills are worth the journey and has lovely forest walks. Visitors can take the short ferry trip to Garnish Island to enjoy the beauty of it's world famous Italian gardens.,This property is located in a very scenic area and offers plenty of space around it. There is a man made lake immediately in front of the house. The view over Bantry Bay is spectacular.,This property has 3 double bedrooms and 2 twin rooms and sleeps 10. Each of the double bedrooms is ensuite.,There is a downstairs double room ensuite which is adapted for special needs.
            ",http://myhome.ie/rentals/brochure/ballylickey-ballylickey-house-ballylickey-cork/1018853,"
        €895 / week
    ","
        Ballylickey, Ballylickey House, Ballylickey, Cork
    ",, - 5 Bed Detached To Let
"
                Sleeps: 4,These 2 bedroom apartments are the ideal option for beach lovers who want the added benefits of self catering accommodation. The apartments are built on the cliff face of Inchydoney Island, and each apartment has spectacular views of the Blue Flag beaches of Inchydoney. The nearby Celtic Ross Hotel offers a reduced rate to apartment guests for use of their leisure facilities.
            ",http://myhome.ie/rentals/brochure/inchydoney-beachfront-apartments-clonakilty-cork/1018947,"
        €690 / week
    ","
        Inchydoney Beachfront Apartments, Clonakilty, Cork
    ",, - 2 Bed Apartment To Let
"
                Bright, modern 3/4 Bedroom duplex Apartment with spacious living area in excellent condition situated overlooking a green area in this popular development, located opposite the Crescent Shopping Centre. Parking and refuse collection is included            ,                                        BER Rating: C1                    ,BER Number: 105823785                                                ,                        ,
            ",http://myhome.ie/rentals/brochure/cois-luachra-dooradoyle-co-limerick/3384741,"
        €1,100 / month
    ","
        Cois Luachra, Dooradoyle, Co. Limerick
    ",, - 4 Bed Apartment To Let
"
                Wallace Auctioneers are delighted to present this 3- 4 Bed Semi Detached home located on the popular Old Bawn Road.,The property is maintained and decorated to a high standard with all the usual mod cons as standard.,Available straight away -- Rent allowance accepted -- Deposit and references requires --
            ",http://myhome.ie/rentals/brochure/102-old-bawn-road-tallaght-dublin-24/3388808,"
        €1,400 / month
    ","
        102 Old Bawn Road,, Tallaght, Dublin 24
    ",, - 4 Bed Semi-Detached 1350 ft² / 125.42 m² To Let
"
                Ardnagashel Woods is a development of 8 houses on a beautiful woodland setting with magnificent views over Bantry Bay. The estate is located by the sea between the villages of Glengariff and Bantry and has its own pebble beach. Ardnagashel Woods is a charming place to stay, and an ideal base for a holiday in West Cork.,This area of Cork is widely known for its stunning scenery and its unspoilt environment. Ballylickey epitomizes all these special qualities and being outside the busy Tourist Trail is surely West Cork at its most natural.Ardnagashel Woods are perfectly placed for touring the beautiful and dramatic South West as The Beara, Sheeps head and Mizen peninsulas are all within an easy drive.,Guests at Ardnagashel are spoilt for choice with excellent local restaurants, shops, pubs and craft centres and for those seeking outdoor activity, there are a wide range of amenities on the doorstep. The houses have 4 bedrooms, 2 doubles, 1 of which is en suite and situated downstairs along with 2 twins (each of which is ensuite) and another double upstairs. There is accomodation for up to 8 people. Bed linen is included and towels are available to hire, payable locally.,Cottages have Living/Dining area with fireplace and TV. There is a laundry room, public telephone, picnic benches, access to the sea and private parking.,Located in West Cork this is an ideal base for touring the South-West region including Kerry.
            ",http://myhome.ie/rentals/brochure/ballylickey-ardnagashel-woods-ballylickey-cork/1018824,"
        €725 / week
    ","
        Ballylickey, Ardnagashel Woods, Ballylickey, Cork
    ",, - 4 Bed Detached To Let
"
                Superb one bedroom apartment to let in this popular estate of Bettyglen, Raheny. Excellent location next to all amenities, schools, shopping, bus routes and only minutes walk to the DART. The apartment itself offers spacious accommodation throughout with balcony and wonderful views There is also parking available. The apartment offers one double bedroom single bedroom, main bathroom, large kitchen and living area with plenty of storage. To view this excellent property contact MTS at 01 4959020 or reply directly to the advert with your details and we will be in touch shortly. (Photographs  temporarily based on model apartment for illustration purposes)        ,
            ",http://myhome.ie/rentals/brochure/the-glen-bettyglen-raheny-dublin-5/3384739,"
        €1,000 / month
    ","
        The Glen, Bettyglen, Raheny, Dublin 5
    ",, - 1 Bed Apartment To Let
"
                ****MTS****,We are delighted to bring to the market this stunning home in Rathgar park, Rathgar, Dublin 6.,Nestled away in a quiet cul de sac just a stone throw away from Rathgar village and all of its amenities this property has so much to offer.,Consisting of entrance hallway, large open plan living area with bay window, dining room, sun room, a fully fitted large modern kitchen with all necessary appliances, utility room and downstairs w/c completes the first level of this property.,The second level consists of a spacious master bedroom with bay window, fully fitted wardrobes and en suite, 2 double bedrooms and master bathroom.,The third floor consists of a large open plan bedroom with en-suite and bathtub.,This property has just undergone renovation which includes new carpets and fully re painted.,Parking to the front and garden area to the rear.,This property would suit a professional family or professionals working in the City Centre or surrounding areas.,To register your interest please reply directly to the advert with your details and we will be in contact with you in late November regarding viewing times. (Photos to follow shortly)        ,
            ",http://myhome.ie/rentals/brochure/rathgar-park-rathgar-dublin-6/3384740,"
        €2,750 / month
    ","
        Rathgar Park, Rathgar, Dublin 6
    ",, - 4 Bed To Let
"
                ***NEWLY RENOVATED PROPERTY*** This exceptionally spacious property is situated in a quiet, leafy gated-development close to University of Limerick and the Parkway Retail Park. With three spacious double bedrooms, 2 ensuites, separate room converted to a walk in wardrobe and very large living space this property offers comfort and space in a desirable location. Designated Parking and refuse collection included. Viewing is highly recommended. ***PLEASE CONTACT 0870998314 FOR ALL VIEWINGS***            ,                                        BER Rating: C2                    ,BER Number: 106922099                                                ,                        ,
            ",http://myhome.ie/rentals/brochure/cois-ghruda-castletroy-co-limerick/3384742,"
        €1,100 / month
    ","
        Cois Ghruda, Castletroy, Co. Limerick
    ",, - 3 Bed Apartment To Let
"
                Fine detached five bedroom family home situated in a lovely development on the outskirts of Enniskerry village and adjacent to the beautiful Powerscourt Gardens. The property is positioned on a large site with front and rear gardens, there is ample parking for several cars in front drive.  Accommodation in brief consists of entrance hall, two fine reception rooms, TV room, and sunroom to the rear of house.  The kitchen is a fine size with additional dining space and fully integrated units and modern appliances.  There is a utility area and guest bathroom.  The first floor has five bedrooms nearly all double in size, the master bedroom includes ensuite bathroom, there are three further bedrooms, two with ensuite.  The last bedroom is a good size single room, there is a main family bathroom with full suite.  Eagle Valley is circa five minutes walk of the village and the area is well served by public transport
            ",http://myhome.ie/rentals/brochure/eagle-valley-co-wicklow/3345124,"
        €3,750 / month
    ","
        Eagle Valley, Co Wicklow
    ",, - 5 Bed Detached To Let
